ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,sp,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,ReleaseDate,Date,Comments_1,Comments_2
NAR-1R5R,1R5R,1,NAR,2,,0,0,1,Killifish,F,71,3.367,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3O5O,3O5O,1,NAR,2,,0,0,1,Killifish,M,36,0.359,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3O7O,3O7O,1,NAR,2,,0,0,1,Killifish,J,29,0.199,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3R7R,3R7R,1,NAR,2,,0,0,1,Killifish,J,27.5,0.159,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-5R7R,5R7R,1,NAR,2,,0,0,1,Killifish,J,23,0.086,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1B3B,1B3B,1,NAR,2,,0,0,1,Killifish,M,46,0.765,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1Y7Y,1Y7Y,1,NAR,2,,0,0,1,Killifish,M,44.5,0.731,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1B5B,1B5B,1,NAR,2,,0,0,1,Killifish,M,40.5,0.544,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3R5B,3R5B,1,NAR,2,,0,0,1,Killifish,J,25.6,0.145,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1B,1B,1,NAR,2,,0,0,1,Killifish,J,22,0.092,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3B7B,3B7B,1,NAR,2,,0,0,1,Killifish,J,28,0.19,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-5B7B,5B7B,1,NAR,2,,0,0,1,Killifish,J,29,0.19,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3V,3V,1,NAR,2,,0,0,1,Killifish,J,22.64,0.103,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1V,1V,1,NAR,2,,0,0,1,Killifish,J,16.18,0.047,0,,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-641,,0,NAR,2,2,0,0,1,Killifish,F,,,,F,39.72,0.442,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-642,,0,NAR,2,2,0,0,1,Killifish,F,,,,F,35.39,0.338,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-643,,0,NAR,2,2,0,0,1,Killifish,F,,,,F,38.46,0.465,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-644,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,32.28,0.269,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-645,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,28.5,0.2,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-646,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,29.74,0.231,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-647,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,30.81,0.233,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-648,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,30.45,0.256,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-649,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,31.1,0.238,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-650,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,30.11,0.194,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-651,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,19.35,0.054,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-652,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,22,0.106,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-653,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,22.62,0.092,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-654,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,28.33,0.187,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-655,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,25.99,0.142,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-656,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,21.88,0.08,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-657,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,22.44,0.092,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-658,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,24.84,0.118,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-659,,0,NAR,2,2,0,0,1,Killifish,J,,,,J,28.71,0.18,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-660,,0,NAR,2,2,0,0,1,Killifish,F,,,,F,32.63,0.265,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-661,,0,NAR,2,2,0,0,1,Killifish,F,,,,F,62.78,2.364,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-662,,0,NAR,2,2,0,0,1,Killifish,M,,,,M,55.32,1.61,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,72.4,3.47,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,51.69,1.29,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,66.62,2.5,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,68.18,2.99,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,50.21,1.15,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,72.48,3.27,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,68.45,2.84,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,42.94,0.73,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,52.74,1.34,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,39.75,0.52,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,52.74,1.32,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,49.41,1.07,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,40.28,0.6,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,41.8,0.64,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,54.32,0.73,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,38.66,0.5,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,43.28,0.78,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,45.68,0.78,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,38.17,0.52,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,38.1,0.49,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,38.68,0.48,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,43.87,0.7,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,37.1,0.46,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,M,43.54,0.79,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,27.06,0.15,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,F,35.54,0.38,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,22.81,0.1,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,12.92,0.02,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,15.68,0.03,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,15.34,0.03,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,23.26,0.11,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,32.85,0.3,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,20.95,0.08,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,27.63,0.18,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,20.14,0.1,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,26.38,0.14,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,25.57,0.15,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,20.77,0.07,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-,,0,QUA,2,,0,1,0,Killifish,J,19.94,0.06,,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-497,,0,QUA,2,2,0,1,0,Killifish,M,,,,M,59.3,1.89,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-498,,0,QUA,2,2,0,1,0,Killifish,M,,,,M,43.71,0.686,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-499,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,46.72,0.854,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-500,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,51.73,1.317,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-501,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,49.41,1.008,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-502,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,65.81,2.53,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-503,,0,QUA,2,2,0,1,0,Killifish,M,,,,M,50.51,1.053,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-504,,0,QUA,2,2,0,1,0,Killifish,M,,,,M,43.02,0.668,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-505,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,15.53,0.04,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-506,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,16.46,0.042,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-507,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,14.92,0.026,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-508,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,14.89,0.023,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-509,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,15.03,0.029,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-510,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,13.4,0.027,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-511,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,17.78,0.057,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-512,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,16.74,0.044,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-513,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,24.52,0.116,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-514,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,12.81,0.021,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-515,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,16.65,0.033,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-516,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,22.33,0.045,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-517,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,24.18,0.123,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-518,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,22.28,0.088,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-519,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,18.91,0.051,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-520,,0,QUA,2,2,0,1,0,Killifish,M,,,,M,49.23,1.107,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-521,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,20.62,0.068,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-522,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,18.12,0.41,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-523,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,26.01,0.154,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-524,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,19.53,0.062,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-525,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,24.78,0.019,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-526,,0,QUA,2,2,0,1,0,Killifish,F,,,,F,30.79,0.23,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-536,,0,QUA,2,2,0,1,0,Killifish,J,,,,J,11.54,0.018,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
CAI-1G3R,1G3R,1,CAI,3,3,1,0,0,Killifish,F,55.06,1.476,1,F,56.21,1.308,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1Y3R,1Y3R,1,CAI,3,3,1,0,0,Killifish,M,47.08,0.883,1,M,49.41,1.001,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1G3B,1G3B,1,CAI,3,3,1,0,0,Killifish,M,62.2,2.216,1,M,63.81,2.371,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1G3Y,1G3Y,1,CAI,3,3,1,0,0,Killifish,F,54.21,1.421,1,F,56.61,1.615,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1Y3G,1Y3G,1,CAI,3,3,1,0,0,Killifish,M,70.57,3.238,1,M,69.62,2.961,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1Y3B,1Y3B,1,CAI,3,3,1,0,0,Killifish,M,85.61,5.125,1,M,85.37,5.035,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-NA,,0,CAI,3,,1,0,0,Killifish,J,25.94,0.127,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,DEAD,
CAI-1Y3Y,1Y3Y,1,CAI,3,,1,0,0,Killifish,M,78.9,3.933,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3B,1R3B,1,CAI,3,,1,0,0,Killifish,M,41.41,0.522,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1B3G,1B3G,1,CAI,3,,1,0,0,Killifish,J,21.95,0.079,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-3P,3P,1,CAI,3,,1,0,0,Killifish,J,16.65,0.035,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1P3G,1P3G,1,CAI,3,,1,0,0,Killifish,J,23.68,0.115,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-456,,0,CAI,3,0,1,0,0,Killifish,J,,,,J,17.56,0.051,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-457,,0,CAI,3,0,1,0,0,Killifish,J,,,,J,18.78,0.047,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-458,,0,CAI,3,0,1,0,0,Killifish,F,,,,F,76.41,4.17,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-459,,0,CAI,3,0,1,0,0,Killifish,J,,,,J,30.52,0.22,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
JOE-1R5R,1R5R,1,JOE,3,3,0,0,1,Killifish,F,62.5,2.188,1,F,67.5,2.887,2017-06-06T00:00:00Z,,,
JOE-1R7R,1R7R,1,JOE,3,3,0,0,1,Killifish,M,70.75,3.315,1,M,72.99,3.904,2017-06-06T00:00:00Z,,,
JOE-1R3G,1R3G,1,JOE,3,1,0,0,1,Killifish,F,45.86,0.832,1,F,47.98,0.961,2017-06-06T00:00:00Z,,,
JOE-1R7O,1R7O,1,JOE,3,3,0,0,1,Killifish,F,84.49,6.34,1,F,85.71,6.672,2017-06-06T00:00:00Z,,,
JOE-3R9R,3R9R,1,JOE,3,3,0,0,1,Killifish,M,54.14,1.371,1,M,57.16,1.662,2017-06-06T00:00:00Z,,,
JOE-3R5B,3R5B,1,JOE,3,3,0,0,1,Killifish,F,64.36,2.496,1,F,63.42,2.396,2017-06-06T00:00:00Z,,,
JOE-3B5R,3B5R,1,JOE,3,3,0,0,1,Killifish,F,53.36,1.342,1,F,56.67,1.706,2017-06-06T00:00:00Z,,,
JOE-1G5R,1G5R,1,JOE,3,3,0,0,1,Killifish,F,47.95,0.954,1,F,51.88,1.189,2017-06-06T00:00:00Z,,,
JOE-5R7G,5R7G,1,JOE,3,3,0,0,1,Killifish,F,58.94,1.811,1,F,63.16,2.505,2017-06-06T00:00:00Z,,Camellanus,
JOE-3O5R,3O5R,1,JOE,3,3,0,0,1,Killifish,M,42.28,0.64,1,M,45.04,0.804,2017-06-06T00:00:00Z,,,
JOE-5R9O,5R9O,1,JOE,3,3,0,0,1,Killifish,F,55.88,1.53,1,F,59.31,1.961,2017-06-06T00:00:00Z,,,
JOE-7R9R,7R9R,1,JOE,3,3,0,0,1,Killifish,F,49.9,1.04,1,F,52.31,1.298,2017-06-06T00:00:00Z,,,
JOE-1R9R,1R9R,1,JOE,3,,0,0,1,Killifish,F,77.06,4.151,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R3B,1R3B,1,JOE,3,,0,0,1,Killifish,M,61.8,2.241,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R5B,1R5B,1,JOE,3,,0,0,1,Killifish,M,38.62,0.482,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R7B,1R7B,1,JOE,3,,0,0,1,Killifish,M,35.27,0.352,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R9B,1R9B,1,JOE,3,,0,0,1,Killifish,F,38.57,0.447,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R5G,1R5G,1,JOE,3,,0,0,1,Killifish,M,44.66,0.561,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R7G,1R7G,1,JOE,3,,0,0,1,Killifish,F,52.97,1.353,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R9G,1R9G,1,JOE,3,,0,0,1,Killifish,F,37.71,0.461,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R3O,1R3O,1,JOE,3,,0,0,1,Killifish,J,33.77,0.313,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R5O,1R5O,1,JOE,3,,0,0,1,Killifish,F,62.95,1.992,0,,,,2017-06-06T00:00:00Z,,,
JOE-1R9O,1R9O,1,JOE,3,,0,0,1,Killifish,F,32.35,0.288,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R5R,3R5R,1,JOE,3,,0,0,1,Killifish,M,61.71,2.077,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R7R,3R7R,1,JOE,3,,0,0,1,Killifish,M,60.04,2.036,0,,,,2017-06-06T00:00:00Z,,,
JOE-1B3R,1B3R,1,JOE,3,,0,0,1,Killifish,F,61.64,2.16,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R7B,3R7B,1,JOE,3,,0,0,1,Killifish,F,55.25,1.529,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R9B,3R9B,1,JOE,3,,0,0,1,Killifish,M,70.27,3.137,0,,,,2017-06-06T00:00:00Z,,,
JOE-1G3R,1G3R,1,JOE,3,,0,0,1,Killifish,M,63.29,2.499,0,,,,2017-06-06T00:00:00Z,,,
JOE-1O3R,1O3R,1,JOE,3,,0,0,1,Killifish,F,33.86,0.329,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R5O,3R5O,1,JOE,3,,0,0,1,Killifish,F,84.29,6.586,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R7O,3R7O,1,JOE,3,,0,0,1,Killifish,M,91.8,8.654,0,,,,2017-06-06T00:00:00Z,,,
JOE-3R9O,3R9O,1,JOE,3,,0,0,1,Killifish,M,35.56,0.369,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R7R,5R7R,1,JOE,3,,0,0,1,Killifish,F,39.02,0.498,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R9R,5R9R,1,JOE,3,,0,0,1,Killifish,M,48.99,1.043,0,,,,2017-06-06T00:00:00Z,,,
JOE-1B5R,1B5R,1,JOE,3,,0,0,1,Killifish,M,48.38,0.963,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R7B,5R7B,1,JOE,3,,0,0,1,Killifish,M,53.65,1.39,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R9B,5R9B,1,JOE,3,,0,0,1,Killifish,F,40.89,0.586,0,,,,2017-06-06T00:00:00Z,,,
JOE-3G5R,3G5R,1,JOE,3,,0,0,1,Killifish,M,49.68,1.074,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R9G,5R9G,1,JOE,3,,0,0,1,Killifish,M,56.3,1.667,0,,,,2017-06-06T00:00:00Z,,,
JOE-1O5R,1O5R,1,JOE,3,,0,0,1,Killifish,F,30.34,0.217,0,,,,2017-06-06T00:00:00Z,,,
JOE-5R7O,5R7O,1,JOE,3,,0,0,1,Killifish,M,37.72,0.462,0,,,,2017-06-06T00:00:00Z,,,
JOE-3B7R,3B7R,1,JOE,3,,0,0,1,Killifish,F,36.94,0.395,0,,,,2017-06-06T00:00:00Z,,,
JOE-1B7R,1B7R,1,JOE,3,,0,0,1,Killifish,M,63.44,2.286,0,,,,2017-06-06T00:00:00Z,,,
JOE-5B7R,5B7R,1,JOE,3,,0,0,1,Killifish,M,35.39,0.358,0,,,,2017-06-06T00:00:00Z,,,
JOE-7R9B,7R9B,1,JOE,3,,0,0,1,Killifish,F,57.91,1.709,0,,,,2017-06-06T00:00:00Z,,,
JOE-1G7R,1G7R,1,JOE,3,,0,0,1,Killifish,M,57.84,1.677,0,,,,2017-06-06T00:00:00Z,,,
JOE-3G7R,3G7R,1,JOE,3,,0,0,1,Killifish,M,61.16,2.305,0,,,,2017-06-06T00:00:00Z,,,
JOE-5G7R,5G7R,1,JOE,3,,0,0,1,Killifish,M,63.78,2.364,0,,,,2017-06-06T00:00:00Z,,,
JOE-7R9O,7R9O,1,JOE,3,,0,0,1,Killifish,F,59.66,1.931,0,,,,2017-06-06T00:00:00Z,,"NOT IN THE LIST, CHECK AGAIN",
JOE-1R3R,1R3R,1,JOE,3,,0,0,1,Killifish,F,81.79,4.978,,,,,2017-06-06T00:00:00Z,,,
JOE-,,0,JOE,3,,0,0,1,Killifish,J,22.54,0.105,,,,,2017-06-06T00:00:00Z,,,
JOE-694,,0,JOE,3,3,0,0,1,Killifish,M,,,,M,90.47,8.742,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-695,,0,JOE,3,3,0,0,1,Killifish,J,,,,J,31.98,0.273,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-696,,0,JOE,3,3,0,0,1,Killifish,J,,,,J,34.64,0.353,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-697,,0,JOE,3,3,0,0,1,Killifish,F,,,,F,36.88,0.412,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-698,,0,JOE,3,3,0,0,1,Killifish,F,,,,F,36.17,0.395,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-699,,0,JOE,3,3,0,0,1,Killifish,M,,,,M,45.96,0.841,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-700,,0,JOE,3,3,0,0,1,Killifish,M,,,,M,36.58,0.428,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-701,,0,JOE,3,3,0,0,1,Killifish,J,,,,J,31.25,0.256,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-702,,0,JOE,3,3,0,0,1,Killifish,F,,,,F,37.66,0.447,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-703,,0,JOE,3,3,0,0,1,Killifish,J,,,,J,32.02,0.265,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-730,,0,JOE,3,3,0,0,1,Killifish,F,,,,F,39.19,0.502,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
NAR-1R3O,1R3O,1,NAR,3,3,1,0,0,Killifish,F,78.5,2.826,1,F,79.04,3.18,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1R5O,1R5O,1,NAR,3,3,1,0,0,Killifish,M,58.5,4.252,0,M,,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
