,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,G,K,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,Date,Date2,Comments_1,Comments_2
626,JOE-1313,,0,JOE,3,3,0,0,1,1,0,F,,,,F,21.8,0.125,,2017-07-04T00:00:00Z,,
627,JOE-1314,,0,JOE,3,3,0,0,1,1,0,F,,,,F,17.03,0.202,,2017-07-04T00:00:00Z,,
628,JOE-1315,,0,JOE,3,3,0,0,1,1,0,F,,,,F,15.6,0.087,,2017-07-04T00:00:00Z,,
629,JOE-1316,,0,JOE,3,3,0,0,1,1,0,F,,,,F,25.21,0.301,,2017-07-04T00:00:00Z,,
630,JOE-1317,,0,JOE,3,3,0,0,1,1,0,F,,,,F,22.57,0.242,,2017-07-04T00:00:00Z,,
631,JOE-1318,,0,JOE,3,3,0,0,1,1,0,F,,,,F,21.87,0.223,,2017-07-04T00:00:00Z,,
632,JOE-1319,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.4,0.416,,2017-07-04T00:00:00Z,,
633,JOE-1320,,0,JOE,3,3,0,0,1,1,0,F,,,,F,23.53,0.287,,2017-07-04T00:00:00Z,,
634,JOE-1321,,0,JOE,3,3,0,0,1,1,0,F,,,,F,28.52,0.568,,2017-07-04T00:00:00Z,,
635,JOE-1322,,0,JOE,3,3,0,0,1,1,0,F,,,,F,21.43,0.212,,2017-07-04T00:00:00Z,,
636,JOE-1323,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.53,0.321,,2017-07-04T00:00:00Z,,
637,JOE-1324,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20,0.157,,2017-07-04T00:00:00Z,,
638,JOE-1325,,0,JOE,3,3,0,0,1,1,0,M,,,,M,19.89,0.161,,2017-07-04T00:00:00Z,,
639,JOE-1326,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20.13,0.166,,2017-07-04T00:00:00Z,,
640,JOE-1327,,0,JOE,3,3,0,0,1,1,0,M,,,,M,18.94,0.146,,2017-07-04T00:00:00Z,,
641,JOE-1328,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.17,0.411,,2017-07-04T00:00:00Z,,
642,JOE-1329,,0,JOE,3,3,0,0,1,1,0,F,,,,F,22.8,0.256,,2017-07-04T00:00:00Z,,
643,JOE-1330,,0,JOE,3,3,0,0,1,1,0,F,,,,F,29.97,0.541,,2017-07-04T00:00:00Z,,
644,JOE-1331,,0,JOE,3,3,0,0,1,1,0,F,,,,F,22.82,0.24,,2017-07-04T00:00:00Z,,
645,JOE-1332,,0,JOE,3,3,0,0,1,1,0,F,,,,F,27.21,0.438,,2017-07-04T00:00:00Z,,
646,JOE-1333,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.38,0.403,,2017-07-04T00:00:00Z,,
647,JOE-1334,,0,JOE,3,3,0,0,1,1,0,M,,,,M,18.21,0.106,,2017-07-04T00:00:00Z,,
648,JOE-1335,,0,JOE,3,3,0,0,1,1,0,M,,,,M,15.92,0.075,,2017-07-04T00:00:00Z,,
649,JOE-1336,,0,JOE,3,3,0,0,1,1,0,M,,,,M,17.95,0.119,,2017-07-04T00:00:00Z,,
650,JOE-1337,,0,JOE,3,3,0,0,1,1,0,J,,,,J,16,0.077,,2017-07-04T00:00:00Z,,
651,JOE-1338,,0,JOE,3,3,0,0,1,1,0,F,,,,F,24.25,0.527,,2017-07-04T00:00:00Z,,
652,JOE-1339,,0,JOE,3,3,0,0,1,1,0,M,,,,M,17.98,0.116,,2017-07-04T00:00:00Z,,
653,JOE-1340,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.5,0.373,,2017-07-04T00:00:00Z,,
654,JOE-1341,,0,JOE,3,3,0,0,1,1,0,F,,,,F,21.44,0.191,,2017-07-04T00:00:00Z,,
655,JOE-1342,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.53,0.443,,2017-07-04T00:00:00Z,,
656,JOE-1343,,0,JOE,3,3,0,0,1,1,0,F,,,,F,26.19,0.395,,2017-07-04T00:00:00Z,,
657,JOE-1344,,0,JOE,3,3,0,0,1,1,0,M,,,,M,18.51,0.124,,2017-07-04T00:00:00Z,,
658,JOE-1345,,0,JOE,3,3,0,0,1,1,0,F,,,,F,18.1,0.108,,2017-07-04T00:00:00Z,,
659,JOE-1346,,0,JOE,3,3,0,0,1,1,0,F,,,,F,19.65,0.146,,2017-07-04T00:00:00Z,,
660,JOE-1347,,0,JOE,3,3,0,0,1,1,0,F,,,,F,17.3,0.104,,2017-07-04T00:00:00Z,,
661,JOE-1348,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20.66,0.172,,2017-07-04T00:00:00Z,,
662,JOE-1349,,0,JOE,3,3,0,0,1,1,0,F,,,,F,22.14,0.218,,2017-07-04T00:00:00Z,,
663,JOE-1350,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20.37,0.179,,2017-07-04T00:00:00Z,,
664,JOE-1351,,0,JOE,3,3,0,0,1,1,0,F,,,,F,18.33,0.106,,2017-07-04T00:00:00Z,,
665,JOE-1352,,0,JOE,3,3,0,0,1,1,0,F,,,,F,27.58,0.472,,2017-07-04T00:00:00Z,,
666,NAR-1O5O,1O5O,1,NAR,1,1,0,1,0,1,0,J,13.08,0.052,1,M,17.69,0.149,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
667,NAR-1O5V,1O5V,1,NAR,1,1,0,1,0,1,0,J,12.93,0.051,1,M,17.06,0.141,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
668,NAR-1O5Y,1O5Y,1,NAR,1,1,0,1,0,1,0,J,13.47,0.059,1,M,18.05,0.138,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
669,NAR-1V7V,1V7V,1,NAR,1,3,0,1,0,1,0,M,16.49,0.117,1,M,17.72,0.126,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
670,NAR-1V7Y,1V7Y,1,NAR,1,,0,1,0,1,0,M,17.64,0.12,0,,,,2017-04-19T00:00:00Z,,,
671,NAR-1Y7V,1Y7V,1,NAR,1,1,0,1,0,1,0,F,29.74,0.85,1,F,31.13,0.854,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
672,NAR-2B5B,2B5B,1,NAR,1,1,0,1,0,1,0,J,13.28,0.056,1,M,17.53,0.165,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
673,NAR-2B5B7V,2B5B7V,1,NAR,1,1,0,1,0,1,0,J,13.67,0.058,1,J,17.97,0.13,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
674,NAR-2B5O,2B5O,1,NAR,1,1,0,1,0,1,0,J,12.85,0.049,1,M,18.3,0.15,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
675,NAR-2B5V,2B5V,1,NAR,1,,0,1,0,1,0,M,16.81,0.111,0,,,,2017-04-19T00:00:00Z,,,
676,NAR-2B5Y,2B5Y,1,NAR,1,1,0,1,0,1,0,J,12.4,0.046,1,J,18.51,0.154,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
677,NAR-2O5O,2O5O,1,NAR,1,,0,1,0,1,0,M,17.72,0.134,0,,,,2017-04-19T00:00:00Z,,,
678,NAR-2O5V,2O5V,1,NAR,1,,0,1,0,1,0,M,16.28,0.095,0,,,,2017-04-19T00:00:00Z,,,
679,NAR-2O5Y,2O5Y,1,NAR,1,1,0,1,0,1,0,F,28.99,0.702,1,F,30.57,0.749,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
680,NAR-2V5B,2V5B,1,NAR,1,1,0,1,0,1,0,J,12.66,0.045,1,J,17.59,0.123,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
681,NAR-2V5O,2V5O,1,NAR,1,1,0,1,0,1,0,M,15.71,0.094,1,M,16.92,0.122,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
682,NAR-2V5V,2V5V,1,NAR,1,1,0,1,0,1,0,F,13.62,0.058,1,F,19.91,0.168,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
683,NAR-2V5Y,2V5Y,1,NAR,1,1,0,1,0,1,0,F,12.92,0.052,1,F,19.28,0.179,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
684,NAR-2Y5O,2Y5O,1,NAR,1,1,0,1,0,1,0,F,19.21,0.162,1,F,23.47,0.325,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
685,NAR-2Y5V,2Y5V,1,NAR,1,1,0,1,0,1,0,F,19.58,0.173,1,F,24.12,0.342,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
686,NAR-2Y5Y,2Y5Y,1,NAR,1,1,0,1,0,1,0,F,18.42,0.146,1,F,23.84,0.338,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
687,NAR-5B,5B,1,NAR,1,1,0,1,0,1,0,J,11.25,0.033,1,F,17.62,0.123,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
688,NAR-5V,5V,1,NAR,1,1,0,1,0,1,0,J,10.75,0.027,1,J,17.02,0.115,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
689,NAR-7B,7B,1,NAR,1,1,0,1,0,1,0,J,11.3,0.031,1,J,16.54,0.106,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
690,NAR-7V,7V,1,NAR,1,,0,1,0,1,0,F,11.86,0.038,0,,,,2017-04-19T00:00:00Z,,,
691,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.89,0.009,0,,,,2017-04-19T00:00:00Z,,,
692,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.04,0.011,0,,,,2017-04-19T00:00:00Z,,,
693,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.65,0.01,0,,,,2017-04-19T00:00:00Z,,,
694,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.43,0.01,0,,,,2017-04-19T00:00:00Z,,,
695,NAR-,,0,NAR,1,,0,1,0,1,0,J,9.1,0.009,0,,,,2017-04-19T00:00:00Z,,,
696,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.96,0.009,0,,,,2017-04-19T00:00:00Z,,,
697,NAR-,,0,NAR,1,,0,1,0,1,0,J,8.46,0.01,0,,,,2017-04-19T00:00:00Z,,,
698,NAR-,,0,NAR,1,,0,1,0,1,0,J,9.29,0.012,0,,,,2017-04-19T00:00:00Z,,,
699,NAR-,,0,NAR,1,,0,1,0,1,0,J,9.66,0.015,0,,,,2017-04-19T00:00:00Z,,,
700,NAR-1026,,0,NAR,1,1,0,1,0,1,0,F,,,,F,26.66,0.46,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
701,NAR-1027,,0,NAR,1,1,0,1,0,1,0,F,,,,F,22.9,0.288,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
702,NAR-1028,,0,NAR,1,1,0,1,0,1,0,F,,,,F,27.66,0.496,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
703,NAR-1029,,0,NAR,1,1,0,1,0,1,0,F,,,,F,31.01,0.497,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
704,NAR-1030,,0,NAR,1,1,0,1,0,1,0,F,,,,F,14.26,0.054,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
705,NAR-1031,,0,NAR,1,1,0,1,0,1,0,J,,,,J,13.13,0.051,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
706,NAR-1032,,0,NAR,1,1,0,1,0,1,0,J,,,,J,13.95,0.052,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
707,NAR-1033,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.74,0.085,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
708,NAR-1034,,0,NAR,1,1,0,1,0,1,0,F,,,,F,14.09,0.06,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
709,NAR-1035,,0,NAR,1,1,0,1,0,1,0,M,,,,M,18.65,0.151,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
710,NAR-1036,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.87,0.053,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
711,NAR-1037,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.69,0.047,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
712,NAR-1038,,0,NAR,1,1,0,1,0,1,0,J,,,,J,8.3,0.008,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
713,NAR-1039,,0,NAR,1,1,0,1,0,1,0,F,,,,F,17.02,0.106,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
714,NAR-1040,,0,NAR,1,1,0,1,0,1,0,F,,,,F,24.56,0.315,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
715,NAR-1041,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.18,0.044,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
716,NAR-1042,,0,NAR,1,1,0,1,0,1,0,F,,,,F,17.09,0.1,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
717,NAR-1043,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.1,0.044,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
718,NAR-1044,,0,NAR,1,1,0,1,0,1,0,F,,,,F,14.51,0.07,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
719,NAR-1045,,0,NAR,1,1,0,1,0,1,0,M,,,,M,18.21,0.136,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
720,NAR-1046,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.79,0.056,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
721,NAR-1047,,0,NAR,1,1,0,1,0,1,0,F,,,,F,16.39,0.099,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
722,NAR-1048,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.67,0.046,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
723,NAR-1049,,0,NAR,1,1,0,1,0,1,0,F,,,,F,14.07,0.057,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
724,NAR-1050,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.35,0.02,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
725,NAR-1051,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.18,0.018,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
726,NAR-1052,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.45,0.02,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
727,NAR-1053,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.74,0.049,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
728,NAR-1054,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.49,0.017,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
729,NAR-1055,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.04,0.013,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
730,NAR-1056,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.29,0.017,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
731,NAR-1242,,0,NAR,1,1,0,1,0,1,0,J,,,,J,13.27,0.057,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
732,NAR-1243,,0,NAR,1,1,0,1,0,1,0,J,,,,J,12.64,0.048,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
733,NAR-1244,,0,NAR,1,1,0,1,0,1,0,J,,,,J,13.13,0.051,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
734,NAR-1245,,0,NAR,1,1,0,1,0,1,0,F,,,,F,25.73,0.407,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
735,NAR-1246,,0,NAR,1,1,0,1,0,1,0,M,,,,M,18.96,0.173,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
736,NAR-1247,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.09,0.014,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
737,NAR-1248,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.13,0.013,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
738,NAR-1249,,0,NAR,1,1,0,1,0,1,0,F,,,,F,12.61,0.032,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
739,NAR-1250,,0,NAR,1,1,0,1,0,1,0,F,,,,F,13.18,0.048,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
740,NAR-1251,,0,NAR,1,1,0,1,0,1,0,F,,,,F,12.49,0.039,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
741,NAR-1252,,0,NAR,1,1,0,1,0,1,0,J,,,,J,12.13,0.033,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
742,NAR-1253,,0,NAR,1,1,0,1,0,1,0,J,,,,J,13.06,0.042,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
743,NAR-1254,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.51,0.015,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
744,NAR-1255,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.67,0.016,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
745,NAR-1256,,0,NAR,1,1,0,1,0,1,0,J,,,,J,9.79,0.016,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
746,NAR-1257,,0,NAR,1,1,0,1,0,1,0,J,,,,J,8.52,0.014,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
747,NAR-1258,,0,NAR,1,1,0,1,0,1,0,F,,,,F,24.84,0.365,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
748,NAR-1259,,0,NAR,1,1,0,1,0,1,0,F,,,,F,22.72,0.297,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
749,NAR-1260,,0,NAR,1,1,0,1,0,1,0,F,,,,F,22.17,0.327,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
750,NAR-1261,,0,NAR,1,1,0,1,0,1,0,F,,,,F,17.14,0.11,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
751,NAR-1262,,0,NAR,1,1,0,1,0,1,0,F,,,,F,16.11,0.105,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
752,NAR-1263,,0,NAR,1,1,0,1,0,1,0,F,,,,F,22.79,0.341,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
753,NAR-1264,,0,NAR,1,1,0,1,0,1,0,F,,,,F,24.57,0.358,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
754,NAR-1265,,0,NAR,1,1,0,1,0,1,0,F,,,,F,20.22,0.229,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
755,NAR-1266,,0,NAR,1,1,0,1,0,1,0,F,,,,F,16.75,0.113,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
756,NAR-1267,,0,NAR,1,1,0,1,0,1,0,F,,,,F,15.41,0.095,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
757,NAR-1268,,0,NAR,1,1,0,1,0,1,0,M,,,,M,16.63,0.108,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
758,NAR-1269,,0,NAR,1,1,0,1,0,1,0,M,,,,M,16.93,0.12,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
759,NAR-1270,,0,NAR,1,1,0,1,0,1,0,M,,,,M,19.89,0.219,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
760,NAR-1271,,0,NAR,1,1,0,1,0,1,0,M,,,,M,15.61,0.093,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
761,NAR-1272,,0,NAR,1,1,0,1,0,1,0,M,,,,M,18.14,0.148,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
762,NAR-1273,,0,NAR,1,1,0,1,0,1,0,M,,,,M,18.29,0.17,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
763,NAR-1274,,0,NAR,1,1,0,1,0,1,0,J,,,,J,15.43,0.096,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
764,NAR-1125,,0,NAR,2,2,0,0,1,1,0,F,,,,F,15.07,0.066,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
765,NAR-1126,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.75,0.129,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
766,NAR-1127,,0,NAR,2,2,0,0,1,1,0,M,,,,M,18.19,0.148,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
767,NAR-1128,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.69,0.116,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
768,NAR-1129,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.49,0.124,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
769,NAR-1130,,0,NAR,2,2,0,0,1,1,0,F,,,,F,14.05,0.061,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
770,NAR-1131,,0,NAR,2,2,0,0,1,1,0,M,,,,M,19.58,0.177,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
771,NAR-1132,,0,NAR,2,2,0,0,1,1,0,F,,,,F,12.97,0.045,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
772,NAR-1133,,0,NAR,2,2,0,0,1,1,0,F,,,,F,13.35,0.055,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
773,NAR-1134,,0,NAR,2,2,0,0,1,1,0,F,,,,F,13.84,0.063,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
774,NAR-1135,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.9,0.118,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
775,NAR-1136,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.95,0.136,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
776,NAR-1137,,0,NAR,2,2,0,0,1,1,0,J,,,,J,12.33,0.046,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
777,NAR-1138,,0,NAR,2,2,0,0,1,1,0,F,,,,F,15.14,0.077,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
778,NAR-1139,,0,NAR,2,2,0,0,1,1,0,J,,,,J,8.59,0.013,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
779,NAR-1140,,0,NAR,2,2,0,0,1,1,0,J,,,,J,7.66,0.007,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
780,NAR-1141,,0,NAR,2,2,0,0,1,1,0,F,,,,F,14.06,0.062,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
781,NAR-1142,,0,NAR,2,2,0,0,1,1,0,F,,,,F,14.31,0.066,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
782,NAR-1143,,0,NAR,2,2,0,0,1,1,0,F,,,,F,10.95,0.033,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
783,NAR-1144,,0,NAR,2,2,0,0,1,1,0,F,,,,F,13.08,0.049,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
784,NAR-1145,,0,NAR,2,2,0,0,1,1,0,F,,,,F,15.61,0.097,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
785,NAR-1146,,0,NAR,2,2,0,0,1,1,0,J,,,,J,13.05,0.05,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
786,NAR-1147,,0,NAR,2,2,0,0,1,1,0,J,,,,J,14.18,0.069,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
787,NAR-1148,,0,NAR,2,2,0,0,1,1,0,J,,,,J,13.39,0.056,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
788,NAR-1149,,0,NAR,2,2,0,0,1,1,0,J,,,,J,12.86,0.051,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
789,NAR-1150,,0,NAR,2,2,0,0,1,1,0,J,,,,J,14.12,0.079,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
790,NAR-1151,,0,NAR,2,2,0,0,1,1,0,J,,,,J,14.38,0.074,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
791,NAR-1152,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.03,0.126,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
792,NAR-1153,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.35,0.093,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
793,NAR-1154,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.92,0.128,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
794,NAR-1155,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.91,0.131,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
795,NAR-1156,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.85,0.119,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
796,NAR-1157,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.11,0.137,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
797,NAR-1158,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.74,0.125,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
798,NAR-1159,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.59,0.133,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
799,NAR-1160,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.45,0.138,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
800,NAR-1161,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.03,0.106,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
801,NAR-1162,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.83,0.128,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
802,NAR-1163,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.11,0.112,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
803,NAR-1164,,0,NAR,2,2,0,0,1,1,0,M,,,,M,16.92,0.134,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
804,NAR-1165,,0,NAR,2,2,0,0,1,1,0,M,,,,M,17.22,0.124,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
805,NAR-1166,,0,NAR,2,2,0,0,1,1,0,M,,,,M,15.62,0.096,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
806,NAR-1167,,0,NAR,2,2,0,0,1,1,0,M,,,,M,18.33,0.155,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
807,NAR-1168,,0,NAR,2,2,0,0,1,1,0,M,,,,M,18.47,0.163,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
808,NAR-1169,,0,NAR,2,2,0,0,1,1,0,M,,,,M,18.07,0.168,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
809,NAR-1170,,0,NAR,2,2,0,0,1,1,0,F,,,,F,11.06,0.035,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
810,NAR-1171,,0,NAR,2,2,0,0,1,1,0,F,,,,F,15.98,0.095,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
811,NAR-1172,,0,NAR,2,2,0,0,1,1,0,F,,,,F,14.73,0.08,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
