,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,G,K,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,Date,Date2,Comments_1,Comments_2
1,CAI-1B,1B,1,CAI,1,1,0,1,0,1,0,J,10.17,0.022,1,F,14.47,0.062,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
2,CAI-1B2B,1B2B,1,CAI,1,1,0,1,0,1,0,M,17.56,0.079,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
3,CAI-1B2G,1B2G,1,CAI,1,1,0,1,0,1,0,M,18.84,0.128,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
4,CAI-1B2O,1B2O,1,CAI,1,1,0,1,0,1,0,M,18.36,0.099,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
5,CAI-1B2R,1B2R,1,CAI,1,1,0,1,0,1,0,M,16.66,0.077,1,M,17.21,0.106,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
6,CAI-1B2W,1B2W,1,CAI,1,1,0,1,0,1,0,M,17.79,0.094,1,M,17.39,0.112,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
7,CAI-1B2Y,1B2Y,1,CAI,1,1,0,1,0,1,0,M,20.21,0.138,1,M,17.59,0.111,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
8,CAI-1B5B,1B5B,1,CAI,1,1,0,1,0,1,0,F,24.41,0.252,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
9,CAI-1B5G,1B5G,1,CAI,1,1,0,1,0,1,0,F,21.02,0.188,1,F,21.18,0.201,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
10,CAI-1B5O,1B5O,1,CAI,1,1,0,1,0,1,0,F,14.8,0.061,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
11,CAI-1B5P,1B5P,1,CAI,1,3,0,1,0,1,0,F,23.2,0.191,1,F,18.89,0.143,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
12,CAI-1B5R,1B5R,1,CAI,1,1,0,1,0,1,0,F,18.61,0.106,1,F,19.39,0.157,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
13,CAI-1B5W,1B5W,1,CAI,1,1,0,1,0,1,0,F,16.22,0.089,1,F,21.64,0.203,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
14,CAI-1B5Y,1B5Y,1,CAI,1,3,0,1,0,1,0,F,20.16,0.149,1,F,19.52,0.155,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
15,CAI-1G,1G,1,CAI,1,1,0,1,0,1,0,J,11.51,0.025,1,J,14.98,0.088,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
16,CAI-1G2B,1G2B,1,CAI,1,1,0,1,0,1,0,M,18.63,0.101,1,M,17.51,0.109,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
17,CAI-1G2G,1G2G,1,CAI,1,1,0,1,0,1,0,J,17.87,0.088,1,M,15.62,0.098,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,DIED BEFORE PROCCESSING,
18,CAI-1G2O,1G2O,1,CAI,1,1,0,1,0,1,0,M,18.96,0.126,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
19,CAI-1G2P,1G2P,1,CAI,1,1,0,1,0,1,0,M,20.09,0.132,1,M,18.33,0.141,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
20,CAI-1G2R,1G2R,1,CAI,1,1,0,1,0,1,0,M,18.6,0.115,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
21,CAI-1G2W,1G2W,1,CAI,1,1,0,1,0,1,0,M,17.16,0.081,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
22,CAI-1G2Y,1G2Y,1,CAI,1,1,0,1,0,1,0,M,20.71,0.157,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
23,CAI-1G5B,1G5B,1,CAI,1,1,0,1,0,1,0,F,20.95,0.165,1,F,23.9,0.269,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
24,CAI-1G5O,1G5O,1,CAI,1,1,0,1,0,1,0,F,21.56,0.192,1,F,21.91,0.243,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
25,CAI-1G5P,1G5P,1,CAI,1,1,0,1,0,1,0,F,21.83,0.223,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
26,CAI-1G5R,1G5R,1,CAI,1,1,0,1,0,1,0,F,25.05,0.208,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
27,CAI-1G5W,1G5W,1,CAI,1,1,0,1,0,1,0,F,21.08,0.235,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
28,CAI-1G5Y,1G5Y,1,CAI,1,1,0,1,0,1,0,F,19.24,0.137,1,F,21.77,0.206,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
29,CAI-1O2B,1O2B,1,CAI,1,1,0,1,0,1,0,M,18.27,0.102,1,M,17.89,0.134,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
30,CAI-1O2G,1O2G,1,CAI,1,1,0,1,0,1,0,M,17.97,0.104,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
31,CAI-1O2O,1O2O,1,CAI,1,1,0,1,0,1,0,M,18.9,0.119,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
32,CAI-1O2P,1O2P,1,CAI,1,1,0,1,0,1,0,M,17.51,0.1,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
33,CAI-1O2W,1O2W,1,CAI,1,1,0,1,0,1,0,M,18.8,0.105,1,M,16.68,0.109,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
34,CAI-1O2Y,1O2Y,1,CAI,1,1,0,1,0,1,0,M,17.55,0.095,1,M,18.42,0.142,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
35,CAI-1P1R,1P1R,1,CAI,1,1,0,1,0,1,0,F,15.91,0.071,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
36,CAI-1P2B,1P2B,1,CAI,1,1,0,1,0,1,0,M,19.42,0.105,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
37,CAI-1P2G,1P2G,1,CAI,1,1,0,1,0,1,0,M,18.91,0.117,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
38,CAI-1P2O,1P2O,1,CAI,1,1,0,1,0,1,0,M,15.02,0.054,1,M,16.18,0.084,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
39,CAI-1P2P,1P2P,1,CAI,1,1,0,1,0,1,0,M,16.77,0.071,1,M,17.54,0.121,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
40,CAI-1P2R,1P2R,1,CAI,1,1,0,1,0,1,0,M,16.91,0.084,1,M,17.65,0.113,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
41,CAI-1P2Y,1P2Y,1,CAI,1,1,0,1,0,1,0,M,17.96,0.088,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
42,CAI-1P5B,1P5B,1,CAI,1,1,0,1,0,1,0,F,16.79,0.069,1,F,18.8,0.113,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
43,CAI-1P5G,1P5G,1,CAI,1,1,0,1,0,1,0,F,15.78,0.054,1,F,19.04,0.154,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
44,CAI-1P5O,1P5O,1,CAI,1,1,0,1,0,1,0,F,13.69,0.055,1,F,18.44,0.132,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
45,CAI-1P5P,1P5P,1,CAI,1,1,0,1,0,1,0,F,17.5,0.09,1,F,20.28,0.186,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
46,CAI-1P5Y,1P5Y,1,CAI,1,1,0,1,0,1,0,F,18.78,0.148,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
47,CAI-1R,1R,1,CAI,1,1,0,1,0,1,0,J,11.45,0.028,1,F,17.16,0.111,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
48,CAI-1R2B,1R2B,1,CAI,1,1,0,1,0,1,0,M,17.42,0.108,1,M,17.97,0.131,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
49,CAI-1R2G,1R2G,1,CAI,1,1,0,1,0,1,0,M,17.45,0.116,1,M,17.17,0.118,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
50,CAI-1R2O,1R2O,1,CAI,1,1,0,1,0,1,0,M,18.64,0.114,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
51,CAI-1R2P,1R2P,1,CAI,1,1,0,1,0,1,0,M,17.73,0.087,1,M,18.81,0.145,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
52,CAI-1R2R,1R2R,1,CAI,1,1,0,1,0,1,0,M,17.18,0.19,1,M,17.98,0.102,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
53,CAI-1R2W,1R2W,1,CAI,1,1,0,1,0,1,0,M,16.93,0.085,1,M,17.95,0.118,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
54,CAI-1R2Y,1R2Y,1,CAI,1,1,0,1,0,1,0,J,17.13,0.087,1,M,17.16,0.132,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
55,CAI-1R5B,1R5B,1,CAI,1,1,0,1,0,1,0,F,15.79,0.071,1,F,18.86,0.131,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
56,CAI-1R5G,1R5G,1,CAI,1,1,0,1,0,1,0,F,13.99,0.052,1,F,18.33,0.128,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
57,CAI-1R5O,1R5O,1,CAI,1,1,0,1,0,1,0,F,28.33,0.534,1,F,27.95,0.554,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
58,CAI-1R5P,1R5P,1,CAI,1,1,0,1,0,1,0,F,16.76,0.076,1,F,19.45,0.159,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
59,CAI-1R5R,1R5R,1,CAI,1,1,0,1,0,1,0,F,19.47,0.115,1,F,20.02,0.169,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
60,CAI-1R5W,1R5W,1,CAI,1,1,0,1,0,1,0,F,15.14,0.054,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
61,CAI-1R5Y,1R5Y,1,CAI,1,1,0,1,0,1,0,F,22.8,0.204,1,F,23.93,0.333,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
62,CAI-1W2B,1W2B,1,CAI,1,1,0,1,0,1,0,M,17.67,0.099,1,M,17.31,0.115,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
63,CAI-1W2G,1W2G,1,CAI,1,1,0,1,0,1,0,M,17.31,0.105,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
64,CAI-1W2O,1W2O,1,CAI,1,1,0,1,0,1,0,F,22.95,0.247,1,F,23.03,0.292,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
65,CAI-1W2P,1W2P,1,CAI,1,1,0,1,0,1,0,J,14.89,0.053,1,J,16.34,0.094,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
66,CAI-1W2R,1W2R,1,CAI,1,1,0,1,0,1,0,M,15.56,0.066,1,M,17.03,0.128,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
67,CAI-1W2W,1W2W,1,CAI,1,1,0,1,0,1,0,F,21.79,0.222,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
68,CAI-1W2Y,1W2Y,1,CAI,1,1,0,1,0,1,0,M,16.99,0.09,1,M,16.93,0.123,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
69,CAI-1Y2B,1Y2B,1,CAI,1,1,0,1,0,1,0,M,17.58,0.092,1,M,19.28,0.167,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
70,CAI-1Y2G,1Y2G,1,CAI,1,1,0,1,0,1,0,M,18.69,0.098,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
71,CAI-1Y2P,1Y2P,1,CAI,1,1,0,1,0,1,0,M,19.14,0.117,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
72,CAI-1Y2R,1Y2R,1,CAI,1,1,0,1,0,1,0,M,18.51,0.114,1,M,16.71,0.114,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
73,CAI-1Y2W,1Y2W,1,CAI,1,1,0,1,0,1,0,M,17.89,0.085,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
74,CAI-1Y2Y,1Y2Y,1,CAI,1,1,0,1,0,1,0,M,19.61,0.124,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
75,CAI-1Y5B,1Y5B,1,CAI,1,1,0,1,0,1,0,F,14.9,0.074,1,F,22.36,0.235,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
76,CAI-1Y5G,1Y5G,1,CAI,1,1,0,1,0,1,0,F,19.51,0.179,1,F,20.99,0.202,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
77,CAI-1Y5O,1Y5O,1,CAI,1,1,0,1,0,1,0,F,22.47,0.218,1,F,23.79,0.295,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
78,CAI-1Y5P,1Y5P,1,CAI,1,1,0,1,0,1,0,F,23.89,0.265,1,F,23.93,0.333,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
79,CAI-1Y5R,1Y5R,1,CAI,1,1,0,1,0,1,0,F,15.02,0.064,1,F,18.78,0.139,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
80,CAI-1Y5W,1Y5W,1,CAI,1,1,0,1,0,1,0,F,20.98,0.213,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
81,CAI-1Y5Y,1Y5Y,1,CAI,1,1,0,1,0,1,0,F,19.2,0.129,1,F,21.77,0.233,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
82,CAI-2B2P,2B2P,1,CAI,1,1,0,1,0,1,0,M,18.05,0.086,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
83,CAI-2G,2G,1,CAI,1,1,0,1,0,1,0,J,10.62,0.021,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
84,CAI-2G5O,2G5O,1,CAI,1,1,0,1,0,1,0,F,18.07,0.12,1,F,20.87,0.214,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
85,CAI-2G5W,2G5W,0,CAI,1,1,0,1,0,1,0,F,15.5,0.087,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
86,CAI-2Y5B,2Y5B,1,CAI,1,1,0,1,0,1,0,F,23.4,0.252,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
87,CAI-2Y5G,2Y5G,1,CAI,1,1,0,1,0,1,0,F,16.64,0.091,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
88,CAI-2Y5R,2Y5R,0,CAI,1,1,0,1,0,1,0,F,22.03,0.235,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
89,CAI-5B,5B,1,CAI,1,1,0,1,0,1,0,J,10.23,0.02,1,J,15.29,0.075,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
90,CAI-5G,5G,1,CAI,1,1,0,1,0,1,0,J,11.39,0.029,1,J,15.36,0.076,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
91,CAI-5R,5R,1,CAI,1,1,0,1,0,1,0,J,10.9,0.023,1,J,14.08,0.057,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
92,CAI-7B,7B,1,CAI,1,1,0,1,0,1,0,J,10.72,0.021,1,F,15.69,0.078,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
93,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.12,0.012,0,,,,2017-04-05T00:00:00Z,,,
94,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.73,0.013,0,,,,2017-04-05T00:00:00Z,,,
95,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.71,0.011,0,,,,2017-04-05T00:00:00Z,,,
96,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.8,0.011,0,,,,2017-04-05T00:00:00Z,,,
97,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.69,0.009,0,,,,2017-04-05T00:00:00Z,,,
98,CAI-,,0,CAI,1,1,0,1,0,1,0,J,6.89,0.006,0,,,,2017-04-05T00:00:00Z,,,
99,CAI-,,0,CAI,1,1,0,1,0,1,0,J,9.84,0.018,0,,,,2017-04-05T00:00:00Z,,,
100,CAI-,,0,CAI,1,1,0,1,0,1,0,J,7.27,0.007,0,,,,2017-04-05T00:00:00Z,,,
101,CAI-,,0,CAI,1,1,0,1,0,1,0,J,7.67,0.007,0,,,,2017-04-05T00:00:00Z,,,
102,CAI-,,0,CAI,1,1,0,1,0,1,0,J,8.36,0.006,0,,,,2017-04-05T00:00:00Z,,,
103,CAI-,,0,CAI,1,1,0,1,0,1,0,J,7.95,0.009,0,,,,2017-04-05T00:00:00Z,,,
104,CAI-740,,0,CAI,1,1,0,1,0,1,0,F,,,,F,22.3,0.244,,2017-05-03T00:00:00Z,,
105,CAI-741,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.191,0.036,,2017-05-03T00:00:00Z,,
106,CAI-742,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.6,0.033,,2017-05-03T00:00:00Z,,
107,CAI-743,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.94,0.037,,2017-05-03T00:00:00Z,,
108,CAI-744,,0,CAI,1,1,0,1,0,1,0,J,,,,J,11.07,0.024,,2017-05-03T00:00:00Z,,
109,CAI-745,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.31,0.027,,2017-05-03T00:00:00Z,,
110,CAI-746,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.14,0.015,,2017-05-03T00:00:00Z,,
111,CAI-747,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.04,0.016,,2017-05-03T00:00:00Z,,
112,CAI-748,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.24,0.015,,2017-05-03T00:00:00Z,,
113,CAI-749,,0,CAI,1,1,0,1,0,1,0,J,,,,J,15.37,0.085,,2017-05-03T00:00:00Z,,
114,CAI-750,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.33,0.013,,2017-05-03T00:00:00Z,,
115,CAI-751,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14,0.067,,2017-05-03T00:00:00Z,,
116,CAI-752,,0,CAI,1,1,0,1,0,1,0,F,,,,F,10.52,0.022,,2017-05-03T00:00:00Z,,
117,CAI-753,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.64,0.017,,2017-05-03T00:00:00Z,,
118,CAI-754,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.43,0.006,,2017-05-03T00:00:00Z,,
119,CAI-755,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.82,0.01,,2017-05-03T00:00:00Z,,
120,CAI-756,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.65,0.022,,2017-05-03T00:00:00Z,,
121,CAI-757,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.6,0.061,,2017-05-03T00:00:00Z,,
122,CAI-758,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.31,0.006,,2017-05-03T00:00:00Z,,
123,CAI-759,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.03,0.009,,2017-05-03T00:00:00Z,,
124,CAI-760,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.05,0.01,,2017-05-03T00:00:00Z,,
125,CAI-761,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.28,0.058,,2017-05-03T00:00:00Z,,
126,CAI-762,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.36,0.018,,2017-05-03T00:00:00Z,,
127,CAI-763,,0,CAI,1,1,0,1,0,1,0,J,,,,J,11,0.023,,2017-05-03T00:00:00Z,,
128,CAI-764,,0,CAI,1,1,0,1,0,1,0,F,,,,F,13.71,0.053,,2017-05-03T00:00:00Z,,
129,CAI-765,,0,CAI,1,1,0,1,0,1,0,F,,,,F,17.27,0.088,,2017-05-03T00:00:00Z,,
130,CAI-766,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.52,0.055,,2017-05-03T00:00:00Z,,
131,CAI-767,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.45,0.024,,2017-05-03T00:00:00Z,,
132,CAI-768,,0,CAI,1,1,0,1,0,1,0,F,,,,F,18.65,0.131,,2017-05-03T00:00:00Z,,
133,CAI-769,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.73,0.025,,2017-05-03T00:00:00Z,,
134,CAI-770,,0,CAI,1,1,0,1,0,1,0,J,,,,J,16.46,0.098,,2017-05-03T00:00:00Z,,
135,CAI-771,,0,CAI,1,1,0,1,0,1,0,J,,,,J,14.52,0.055,,2017-05-03T00:00:00Z,,
136,CAI-772,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.81,0.035,,2017-05-03T00:00:00Z,,
137,CAI-773,,0,CAI,1,1,0,1,0,1,0,F,,,,F,20.25,0.172,,2017-05-03T00:00:00Z,,
138,CAI-774,,0,CAI,1,1,0,1,0,1,0,F,,,,F,16.96,0.086,,2017-05-03T00:00:00Z,,
139,CAI-775,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.26,0.021,,2017-05-03T00:00:00Z,,
140,CAI-776,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.28,0.01,,2017-05-03T00:00:00Z,,
141,CAI-777,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.42,0.007,,2017-05-03T00:00:00Z,,
142,CAI-778,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.95,0.012,,2017-05-03T00:00:00Z,,
143,CAI-779,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.39,0.01,,2017-05-03T00:00:00Z,,
144,CAI-780,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.81,0.015,,2017-05-03T00:00:00Z,,
145,CAI-781,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.72,0.014,,2017-05-03T00:00:00Z,,
146,CAI-782,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.93,0.003,,2017-05-03T00:00:00Z,,
147,CAI-783,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.59,0.004,,2017-05-03T00:00:00Z,,
148,CAI-784,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.63,0.007,,2017-05-03T00:00:00Z,,
149,CAI-785,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.35,0.022,,2017-05-03T00:00:00Z,,
150,CAI-786,,0,CAI,1,1,0,1,0,1,0,F,,,,F,18.86,0.097,,2017-05-03T00:00:00Z,,
151,CAI-787,,0,CAI,1,1,0,1,0,1,0,F,,,,F,17.24,0.036,,2017-05-03T00:00:00Z,,
152,CAI-788,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.3,0.039,,2017-05-03T00:00:00Z,,
153,CAI-789,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.47,0.006,,2017-05-03T00:00:00Z,,
154,CAI-790,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.31,0.006,,2017-05-03T00:00:00Z,,
155,CAI-791,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.18,0.012,,2017-05-03T00:00:00Z,,
156,CAI-792,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.79,0.015,,2017-05-03T00:00:00Z,,
157,CAI-793,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.78,0.009,,2017-05-03T00:00:00Z,,
158,CAI-794,,0,CAI,1,1,0,1,0,1,0,J,,,,J,13.77,0.054,,2017-05-03T00:00:00Z,,
159,CAI-795,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.44,0.008,,2017-05-03T00:00:00Z,,
160,CAI-796,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.65,0.007,,2017-05-03T00:00:00Z,,
161,CAI-797,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.7,0.008,,2017-05-03T00:00:00Z,,
162,CAI-798,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.43,0.009,,2017-05-03T00:00:00Z,,
163,CAI-799,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.69,0.009,,2017-05-03T00:00:00Z,,
164,CAI-800,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.23,0.006,,2017-05-03T00:00:00Z,,
165,CAI-801,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.09,0.005,,2017-05-03T00:00:00Z,,
166,CAI-802,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.45,0.007,,2017-05-03T00:00:00Z,,
167,CAI-803,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.86,0.011,,2017-05-03T00:00:00Z,,
168,CAI-804,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.48,0.008,,2017-05-03T00:00:00Z,,
169,CAI-805,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.64,0.009,,2017-05-03T00:00:00Z,,
170,CAI-806,,0,CAI,1,1,0,1,0,1,0,J,,,,J,12.64,0.041,,2017-05-03T00:00:00Z,,
171,CAI-807,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.99,0.062,,2017-05-03T00:00:00Z,,
172,CAI-808,,0,CAI,1,1,0,1,0,1,0,F,,,,F,14.78,0.059,,2017-05-03T00:00:00Z,,
173,CAI-809,,0,CAI,1,1,0,1,0,1,0,J,,,,J,13.66,0.06,,2017-05-03T00:00:00Z,,
174,CAI-810,,0,CAI,1,1,0,1,0,1,0,F,,,,F,17.22,0.114,,2017-05-03T00:00:00Z,,
175,CAI-811,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.07,0.008,,2017-05-03T00:00:00Z,,
176,CAI-812,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.27,0.01,,2017-05-03T00:00:00Z,,
177,CAI-813,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.06,0.008,,2017-05-03T00:00:00Z,,
178,CAI-814,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.22,0.01,,2017-05-03T00:00:00Z,,
179,CAI-815,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.35,0.009,,2017-05-03T00:00:00Z,,
180,CAI-816,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.96,0.011,,2017-05-03T00:00:00Z,,
181,CAI-817,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.97,0.01,,2017-05-03T00:00:00Z,,
182,CAI-818,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.69,0.008,,2017-05-03T00:00:00Z,,
183,CAI-819,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.45,0.007,,2017-05-03T00:00:00Z,,
184,CAI-820,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.19,0.009,,2017-05-03T00:00:00Z,,
185,CAI-821,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.17,0.03,,2017-05-03T00:00:00Z,,
186,CAI-822,,0,CAI,1,1,0,1,0,1,0,J,,,,J,6.91,0.005,,2017-05-03T00:00:00Z,,
